SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  DAO     	  DAO'		  RV     	  RV'		
205.08   	 93.08   	 73.10   	1068.15		 63.36   	-295.01		
235.29   	117.19   	 77.38   	1337.74		 62.18   	-295.01		
260.62   	140.08   	 82.73   	1500.50		 61.00   	-279.75		
272.22   	153.81   	 88.73   	1541.19		 59.88   	-249.24		
267.03   	153.20   	 94.89   	1459.81		 58.88   	-203.46		
255.13   	146.48   	100.73   	1291.96		 58.07   	-147.51		
245.97   	141.91   	105.90   	1093.59		 57.48   	 -81.38		
243.84   	146.48   	110.27   	 885.04		 57.15   	 -30.52		
245.67   	159.30   	113.81   	 661.24		 57.03   	  20.35		
246.58   	174.56   	116.46   	 417.09		 57.11   	  76.30		
239.56   	182.19   	118.13   	 127.16		 57.42   	 122.07		
221.25   	175.17   	118.64   	-162.77		 57.90   	 157.68		
194.09   	155.03   	117.99   	-396.74		 58.53   	 178.03		
164.79   	132.14   	116.40   	-508.65		 59.25   	 178.03		
136.72   	113.53   	114.36   	-457.78		 59.96   	 167.85		
110.47   	 99.79   	112.53   	-315.36		 60.63   	 147.51		
 81.48   	 84.23   	111.27   	-167.85		 61.22   	 127.16		
 47.00   	 61.04   	110.60   	 -50.86		 61.73   	  86.47		
 11.90   	 33.87   	110.40   	 -25.43		 62.08   	  55.95		
-35.40   	 -2.14   	110.29   	 -45.78		 62.30   	 -35.61		
-48.83   	 -8.85   	110.11   	-106.82		 62.16   	 -71.21		
-64.09   	-16.78   	109.68   	-172.94		 61.87   	-101.73		
-83.62   	-29.30   	108.99   	-259.41		 61.46   	-127.16		
-103.15   	-43.95   	107.95   	-350.97		 60.96   	-152.59		
-115.66   	-54.02   	106.55   	-427.26		 60.35   	-167.85		
-117.49   	-56.15   	104.84   	-473.04		 59.67   	-172.94		
-109.86   	-48.52   	102.95   	-442.52		 58.98   	-178.03		
-98.88   	-35.40   	101.18   	-376.40		 58.27   	-172.94		
-94.30   	-25.94   	 99.67   	-274.67		 57.58   	-167.85		
-102.23   	-28.08   	 98.58   	-172.94		 56.91   	-162.77		
-119.32   	-41.81   	 97.88   	 -86.47		 56.26   	-167.85		
-137.02   	-60.12   	 97.54   	 -30.52		 55.58   	-198.37		
-147.71   	-75.38   	 97.42   	  15.26		 54.79   	-249.24		
-148.32   	-81.48   	 97.48   	  30.52		 53.79   	-300.10		
-140.69   	-78.43   	 97.60   	  25.43		 52.59   	-340.79		
-128.48   	-68.36   	 97.70   	   5.09		 51.23   	-381.48		
-112.92   	-53.10   	 97.72   	 -50.86		 49.70   	-412.00		
-96.44   	-35.71   	 97.52   	-122.07		 48.06   	-462.87		
-83.01   	-20.75   	 97.03   	-203.46		 46.21   	-539.16		
-78.43   	-14.95   	 96.22   	-279.75		 44.05   	-625.63		
-81.79   	-18.31   	 95.10   	-361.14		 41.55   	-696.84		
-83.62   	-23.19   	 93.65   	-422.18		 38.76   	-722.28		
-72.02   	-19.53   	 91.96   	-442.52		 35.87   	-712.10		
-43.64   	 -5.19   	 90.19   	-879.96		 33.02   	-1291.96		
 42.11   	 42.72   	 86.67   	-366.22		 27.85   	-544.25		
 83.92   	 64.70   	 85.21   	-259.41		 25.68   	-473.04		
123.29   	 85.45   	 84.17   	-116.99		 23.78   	-417.09		
163.27   	111.08   	 83.70   	  35.61		 22.12   	-340.79		
202.03   	141.91   	 83.85   	 162.77		 20.75   	-223.80		
233.15   	173.65   	 84.50   	 218.72		 19.86   	 -71.21		
247.50   	195.31   	 85.37   	 208.54		 19.57   	  71.21		
237.12   	194.09   	 86.21   	 122.07		 19.86   	 188.20		
198.06   	162.66   	 86.69   	  20.35		 20.61   	 279.75		
133.97   	106.81   	 86.77   	 -66.12		 21.73   	 356.05		
 51.88   	 37.84   	 86.51   	-132.25		 23.15   	 417.09		
-32.04   	-24.11   	 85.98   	-188.20		 24.82   	 447.61		
-99.49   	-63.17   	 85.23   	-239.06		 26.61   	 462.87		
-139.47   	-77.21   	 84.27   	-259.41		 28.46   	 467.95		
-149.84   	-71.41   	 83.23   	-233.98		 30.34   	 447.61		
-139.47   	-56.76   	 82.30   	-172.94		 32.13   	 391.66		
-126.34   	-46.08   	 81.61   	 -96.64		 33.69   	 320.45		
-124.21   	-47.00   	 81.22   	 -10.17		 34.97   	 244.15		
-135.50   	-58.90   	 81.18   	  45.78		 35.95   	 157.68		
-151.98   	-75.38   	 81.36   	  91.56		 36.58   	  66.12		
-156.86   	-92.16   	 81.73   	 111.90		 36.85   	   0.00		
-128.48   	-112.00   	 82.18   	  96.64		 36.85   	 -55.95		
-35.71   	-143.43   	 82.56   	  61.04		 36.62   	-106.82		
151.67   	-184.33   	 82.81   	  25.43		 36.20   	-157.68		
406.19   	-217.59   	 82.91   	 -20.35		 35.56   	-188.20		
610.05   	-208.44   	 82.83   	-162.77		 34.81   	-315.36		
324.10   	 24.41   	 82.18   	-127.16		 33.55   	-106.82		
-198.36   	168.76   	 81.67   	-152.59		 33.12   	 -76.30		
-729.68   	225.22   	 81.06   	-142.42		 32.82   	 -35.61		
-1011.66(R)	152.89   	 80.49   	-111.90		 32.68   	   5.09		
-941.16   	-12.82   	 80.04   	 -61.04		 32.70   	  61.04		
-616.46   	-172.12   	 79.80   	  -5.09		 32.94   	 111.90		
-249.63   	-235.60   	 79.78   	  25.43		 33.39   	 172.94		
-24.72   	-189.51   	 79.88   	  30.52		 34.08   	 228.89		
  5.80   	-96.44   	 80.00   	  25.43		 34.99   	 264.50		
-77.51   	-30.82   	 80.10   	  15.26		 36.05   	 315.36		
-157.47   	-24.72   	 80.16   	  -5.09		 37.31   	 376.40		
-173.03   	-57.98   	 80.14   	 -20.35		 38.82   	 427.26		
-136.41   	-91.55   	 80.06   	 -45.78		 40.53   	 503.56		
-91.25   	-101.62   	 79.88   	 -86.47		 42.54   	 615.46		
-65.31   	-86.98   	 79.53   	-132.25		 45.00   	 681.58		
-58.29   	-60.42   	 79.00   	-147.51		 47.73   	 717.19		
-54.02   	-34.48   	 78.41   	-152.59		 50.60   	 788.40		
-41.50   	-15.87   	 77.80   	-137.33		 53.75   	 813.83		
-23.19   	 -6.41   	 77.25   	-111.90		 57.01   	 793.49		
-10.99   	 -8.85   	 76.81   	-101.73		 60.18   	 778.23		
 -8.85   	-18.31   	 76.40   	-101.73		 63.30   	 722.28		
 -9.77   	-24.11   	 75.99   	 -86.47		 66.18   	 645.98		
 -8.24   	-23.19   	 75.65   	 -66.12		 68.77   	 554.42		
 -0.92   	-17.70   	 75.38   	 -50.86		 70.99   	 437.43		
 17.09   	 -6.10   	 75.18   	 -20.35		 72.74   	 523.90		
 83.31   	 34.18   	 75.10   	  10.17		 74.83   	 101.73		
114.75   	 53.41   	 75.14   	  10.17		 75.24   	   0.00		
135.50   	 66.53   	 75.18   	  35.61		 75.24   	 -86.47		
147.09   	 73.85   	 75.32   	 101.73		 74.89   	-147.51		
159.00   	 80.87   	 75.73   	 228.89		 74.30   	-203.46		
182.19   	 95.52   	 76.64   	 437.43		 73.49   	-259.41		
218.20   	120.24   	 78.39   	 701.93		 72.45   	-315.36		
256.65   	148.01   	 81.20   	 991.86		 71.19   	-345.88		
283.51   	169.37   	 85.17   	1246.18		 69.81   	-335.71		
290.22   	177.00   	 90.15   	1393.69		 68.46   	-310.27		
280.15   	173.03   	 95.73   	1419.12		 67.22   	-274.67		
265.20   	166.32   	101.40   	1347.91		 66.12   	-223.80		
258.18   	167.54   	106.80   	1246.18		 65.23   	-167.85		
261.84   	180.66   	111.78   	1134.28		 64.56   	-106.82		
267.64   	197.45   	116.32   	 991.86		 64.13   	 -45.78		
264.28   	206.60   	120.28   	 824.00		 63.95   	   5.09		
246.89   	201.11   	123.58   	 600.20		 63.97   	  61.04		
220.34   	184.02   	125.98   	 289.93		 64.21   	  96.64		
192.87   	164.18   	127.14   	 -66.12		 64.60   	 122.07		
169.37   	148.01   	126.88   	-391.66		 65.09   	 142.42		
150.45   	137.94   	125.31   	-600.20		 65.66   	 147.51		
132.75   	131.53   	122.91   	-645.98		 66.25   	 132.25		
110.47   	121.46   	120.33   	-554.42		 66.77   	 106.82		
 79.35   	102.54   	118.11   	-391.66		 67.20   	  81.38		
 38.45   	 72.94   	116.54   	-386.57		 67.53   	  55.95		
-32.65   	 21.67   	114.99   	 -61.04		 67.75   	 -30.52		
-41.50   	 19.53   	114.75   	 -35.61		 67.63   	 -76.30		
-33.26   	 32.65   	114.61   	 -55.95		 67.32   	-106.82		
-22.89   	 47.00   	114.38   	-111.90		 66.90   	-142.42		
-26.86   	 47.61   	113.94   	-198.37		 66.33   	-167.85		
-47.61   	 32.65   	113.14   	-315.36		 65.66   	-183.11		
-74.46   	 11.60   	111.88   	-437.43		 64.92   	-198.37		
-92.16   	 -3.05   	110.13   	-518.82		 64.13   	-208.54		
-93.69   	 -4.27   	108.06   	-523.90		 63.30   	-218.72		
-84.84   	  4.58   	105.96   	-493.39		 62.42   	-228.89		
-78.13   	 12.82   	103.99   	-432.35		 61.51   	-244.15		
-83.62   	 10.38   	102.26   	-340.79		 60.53   	-269.58		
-101.01   	 -3.05   	100.89   	-239.06		 59.45   	-310.27		
-119.63   	-19.84   	 99.94   	-142.42		 58.21   	-335.71		
-128.48   	-30.52   	 99.37   	 -66.12		 56.87   	-366.22		
-121.15   	-26.25   	 99.10   	 -10.17		 55.40   	-401.83		
-98.57   	 -5.19   	 99.06   	   5.09		 53.79   	-437.43		
-70.19   	 24.72   	 99.08   	  -5.09		 52.04   	-473.04		
-52.19   	 46.39   	 99.06   	 -55.95		 50.15   	-523.90		
-54.32   	 47.30   	 98.84   	-127.16		 48.06   	-579.86		
-77.51   	 23.80   	 98.33   	-233.98		 45.74   	-661.24		
-108.64   	-10.07   	 97.40   	-340.79		 43.09   	-696.84		
-125.73   	-30.82   	 96.03   	-432.35		 40.31   	-696.84		
-112.92   	-21.97   	 94.30   	  N/A		 37.52   	  N/A		
